simulation_id,team,points
19,Glendale,20
19,Grain Valley,82
19,Grandview,0
19,Greenwood,7
19,Hannibal,0
19,Hillcrest,0
19,Holt,0
19,Incarnate Word Academy,0
19,Jefferson City,0
19,John Burroughs,119
19,Kearney,35
19,Ladue Horton Watkins,41
19,Lebanon,30
19,Lincoln College Prep,0
19,Logan-Rogersville,0
19,Louisiana,76
19,Lutheran South,33
19,Lutheran St. Charles,0
19,Mehlville,34
19,Monett,15
19,Nerinx Hall,54
19,Nevada,9
19,New Covenant Academy,0
19,Notre Dame (Cape Girardeau),0
19,Notre Dame (St. Louis),0
19,Notre Dame de Sion,65
19,Parkway Central,248
19,Parkway North,4
19,Parkway West,72
19,Platte County,4
19,Poplar Bluff,0
19,Principia,7
19,Rockwood Summit,114
19,STEAM Academy,0
19,Savannah,43
19,Smithville,2
19,St. Charles West,0
19,St. Dominic,0
19,St. Michael the Archangel,37
19,St. Pius X (Kansas City),0
19,St. Teresa's Academy,162
19,Summit Christian Academy,0
19,Timberland,24
19,Ursuline Academy,43
19,Villa Duchesne,151
19,Visitation Academy,145
19,Warrensburg,0
19,Washington,0
19,Webb City,14
19,Webster Groves,124
19,West Plains,24
20,Battle,0
20,Belton,0
20,Bolivar,0
20,Camdenton,0
20,Capital City,15
20,Carl Junction,9
20,Central (Cape Girardeau),65
20,Central (Springfield),1
20,Clayton,52
20,Father Tolton,140
20,Ft. Zumwalt East,14
20,Ft. Zumwalt South,11
20,Glendale,23
20,Grain Valley,82
20,Grandview,3
20,Greenwood,7
20,Hannibal,0
20,Hillcrest,0
20,Holt,0
20,Incarnate Word Academy,3
20,Jefferson City,0
20,John Burroughs,89
20,Kearney,42
20,Ladue Horton Watkins,44
20,Lebanon,38
20,Lincoln College Prep,2
20,Logan-Rogersville,0
20,Louisiana,72
20,Lutheran South,33
20,Lutheran St. Charles,0
20,Mehlville,37
20,Monett,41
20,Nerinx Hall,78
20,Nevada,11
20,New Covenant Academy,0
20,Notre Dame (Cape Girardeau),0
20,Notre Dame (St. Louis),0
20,Notre Dame de Sion,71
20,Parkway Central,238
20,Parkway North,5
20,Parkway West,74
20,Platte County,10
20,Poplar Bluff,7
20,Principia,2
20,Rockwood Summit,91
20,STEAM Academy,0
20,Savannah,4
20,Smithville,3
20,St. Charles West,0
20,St. Dominic,0
20,St. Michael the Archangel,37
20,St. Pius X (Kansas City),0
20,St. Teresa's Academy,143
20,Summit Christian Academy,0
20,Timberland,19
20,Ursuline Academy,49
20,Villa Duchesne,173
20,Visitation Academy,165
20,Warrensburg,0
20,Washington,0
20,Webb City,0
20,Webster Groves,156
20,West Plains,11
21,Battle,0
21,Belton,0
21,Bolivar,0
21,Camdenton,0
21,Capital City,16
21,Carl Junction,7
21,Central (Cape Girardeau),53
21,Central (Springfield),2
21,Clayton,61
21,Father Tolton,143
21,Ft. Zumwalt East,9
21,Ft. Zumwalt South,9
21,Glendale,30
21,Grain Valley,91
21,Grandview,1
21,Greenwood,5
21,Hannibal,0
21,Hillcrest,0
21,Holt,0
21,Incarnate Word Academy,7
21,Jefferson City,0
21,John Burroughs,94
21,Kearney,36
21,Ladue Horton Watkins,41
21,Lebanon,49
21,Lincoln College Prep,0
21,Logan-Rogersville,0
21,Louisiana,99
21,Lutheran South,30
21,Lutheran St. Charles,0
21,Mehlville,36
21,Monett,36
21,Nerinx Hall,63
21,Nevada,12
21,New Covenant Academy,0
21,Notre Dame (Cape Girardeau),0
21,Notre Dame (St. Louis),0
21,Notre Dame de Sion,55
21,Parkway Central,223
21,Parkway North,8
21,Parkway West,78
21,Platte County,4
21,Poplar Bluff,0
21,Principia,3
21,Rockwood Summit,108
21,STEAM Academy,0
21,Savannah,7
21,Smithville,0
21,St. Charles West,0
21,St. Dominic,0
21,St. Michael the Archangel,46
21,St. Pius X (Kansas City),0
21,St. Teresa's Academy,153
21,Summit Christian Academy,0
21,Timberland,20
21,Ursuline Academy,38
21,Villa Duchesne,157
21,Visitation Academy,163
21,Warrensburg,0
21,Washington,0
21,Webb City,20
21,Webster Groves,139
21,West Plains,18
22,Battle,0
22,Belton,0
22,Bolivar,0
22,Camdenton,0
22,Capital City,22
22,Carl Junction,9
22,Central (Cape Girardeau),60
22,Central (Springfield),0
22,Clayton,54
22,Father Tolton,137
22,Ft. Zumwalt East,10
22,Ft. Zumwalt South,7
22,Glendale,17
22,Grain Valley,70
22,Grandview,0
22,Greenwood,11
22,Hannibal,2
22,Hillcrest,0
22,Holt,0
22,Incarnate Word Academy,3
22,Jefferson City,0
22,John Burroughs,94
22,Kearney,30
22,Ladue Horton Watkins,41
22,Lebanon,36
22,Lincoln College Prep,1
22,Logan-Rogersville,0
22,Louisiana,70
22,Lutheran South,31
22,Lutheran St. Charles,0
22,Mehlville,32
22,Monett,16
22,Nerinx Hall,65
22,Nevada,13
22,New Covenant Academy,0
22,Notre Dame (Cape Girardeau),0
22,Notre Dame (St. Louis),0
22,Notre Dame de Sion,67
22,Parkway Central,247
22,Parkway North,1
22,Parkway West,85
22,Platte County,6
22,Poplar Bluff,0
22,Principia,4
22,Rockwood Summit,112
22,STEAM Academy,0
22,Savannah,8
22,Smithville,0
22,St. Charles West,0
22,St. Dominic,3
22,St. Michael the Archangel,37
22,St. Pius X (Kansas City),0
22,St. Teresa's Academy,149
22,Summit Christian Academy,0
22,Timberland,24
22,Ursuline Academy,64
22,Villa Duchesne,172
22,Visitation Academy,152
22,Warrensburg,0
22,Washington,0
22,Webb City,22
22,Webster Groves,152
22,West Plains,34
23,Battle,0
23,Belton,0
23,Bolivar,0
23,Camdenton,0
23,Capital City,15
23,Carl Junction,13
23,Central (Cape Girardeau),54
23,Central (Springfield),1
23,Clayton,67
23,Father Tolton,161
23,Ft. Zumwalt East,21
23,Ft. Zumwalt South,5
23,Glendale,43
23,Grain Valley,111
23,Grandview,0
23,Greenwood,7
23,Hannibal,0
23,Hillcrest,0
23,Holt,0
23,Incarnate Word Academy,0
23,Jefferson City,0
23,John Burroughs,92
23,Kearney,36
23,Ladue Horton Watkins,40
23,Lebanon,24
23,Lincoln College Prep,0
23,Logan-Rogersville,0
23,Louisiana,79
23,Lutheran South,34
23,Lutheran St. Charles,1
23,Mehlville,33
23,Monett,27
23,Nerinx Hall,79
23,Nevada,12
23,New Covenant Academy,0
23,Notre Dame (Cape Girardeau),2
23,Notre Dame (St. Louis),0
23,Notre Dame de Sion,49
23,Parkway Central,234
23,Parkway North,3
23,Parkway West,91
23,Platte County,4
23,Poplar Bluff,8
23,Principia,5
23,Rockwood Summit,95
23,STEAM Academy,0
23,Savannah,3
23,Smithville,0
23,St. Charles West,0
23,St. Dominic,0
23,St. Michael the Archangel,37
23,St. Pius X (Kansas City),0
23,St. Teresa's Academy,149
23,Summit Christian Academy,0
23,Timberland,24
23,Ursuline Academy,42
23,Villa Duchesne,144
23,Visitation Academy,156
23,Warrensburg,0
23,Washington,0
23,Webb City,3
23,Webster Groves,148
23,West Plains,18
24,Battle,0
24,Belton,0
24,Bolivar,0
24,Camdenton,0
24,Capital City,17
24,Carl Junction,15
24,Central (Cape Girardeau),56
24,Central (Springfield),2
24,Clayton,58
24,Father Tolton,145
24,Ft. Zumwalt East,14
24,Ft. Zumwalt South,7
24,Glendale,36
24,Grain Valley,85
24,Grandview,1
24,Greenwood,3
24,Hannibal,0
24,Hillcrest,0
24,Holt,0
24,Incarnate Word Academy,4
24,Jefferson City,0
24,John Burroughs,90
24,Kearney,37
24,Ladue Horton Watkins,50
24,Lebanon,33
24,Lincoln College Prep,2
24,Logan-Rogersville,0
24,Louisiana,69
24,Lutheran South,32
24,Lutheran St. Charles,0
24,Mehlville,35
24,Monett,16
24,Nerinx Hall,76
24,Nevada,15
24,New Covenant Academy,0
24,Notre Dame (Cape Girardeau),1
24,Notre Dame (St. Louis),0
24,Notre Dame de Sion,62
24,Parkway Central,239
24,Parkway North,3
24,Parkway West,81
24,Platte County,5
24,Poplar Bluff,0
24,Principia,0
24,Rockwood Summit,93
24,STEAM Academy,0
24,Savannah,0
24,Smithville,0
24,St. Charles West,0
24,St. Dominic,0
24,St. Michael the Archangel,40
24,St. Pius X (Kansas City),0
24,St. Teresa's Academy,160
24,Summit Christian Academy,5
24,Timberland,24
24,Ursuline Academy,39
24,Villa Duchesne,167
24,Visitation Academy,158
24,Warrensburg,0
24,Washington,0
24,Webb City,15
24,Webster Groves,156
24,West Plains,24
25,Battle,0
25,Belton,0
25,Bolivar,0
25,Camdenton,0
25,Capital City,8
25,Carl Junction,11
25,Central (Cape Girardeau),56
25,Central (Springfield),2
25,Clayton,70
25,Father Tolton,162
25,Ft. Zumwalt East,14
25,Ft. Zumwalt South,9
25,Glendale,31
25,Grain Valley,90
25,Grandview,0
25,Greenwood,10
25,Hannibal,0
25,Hillcrest,0
25,Holt,0
25,Incarnate Word Academy,7
25,Jefferson City,0
25,John Burroughs,112
25,Kearney,31
25,Ladue Horton Watkins,36
25,Lebanon,28
25,Lincoln College Prep,0
25,Logan-Rogersville,0
25,Louisiana,77
25,Lutheran South,31
25,Lutheran St. Charles,0
25,Mehlville,34
25,Monett,15
25,Nerinx Hall,78
25,Nevada,14
25,New Covenant Academy,0
25,Notre Dame (Cape Girardeau),0
25,Notre Dame (St. Louis),0
25,Notre Dame de Sion,66
25,Parkway Central,231
25,Parkway North,3
25,Parkway West,75
25,Platte County,4
25,Poplar Bluff,2
25,Principia,14
25,Rockwood Summit,94
25,STEAM Academy,0
25,Savannah,4
25,Smithville,0
25,St. Charles West,0
25,St. Dominic,0
25,St. Michael the Archangel,46
25,St. Pius X (Kansas City),0
25,St. Teresa's Academy,134
25,Summit Christian Academy,0
25,Timberland,22
25,Ursuline Academy,54
25,Villa Duchesne,141
25,Visitation Academy,164
25,Warrensburg,0
25,Washington,0
25,Webb City,31
25,Webster Groves,148
25,West Plains,11
26,Battle,0
26,Belton,0
26,Bolivar,0
26,Camdenton,0
26,Capital City,11
26,Carl Junction,5
26,Central (Cape Girardeau),58
26,Central (Springfield),0
26,Clayton,40
26,Father Tolton,157
26,Ft. Zumwalt East,14
26,Ft. Zumwalt South,12
26,Glendale,26
26,Grain Valley,89
26,Grandview,0
26,Greenwood,7
26,Hannibal,2
26,Hillcrest,0
26,Holt,0
26,Incarnate Word Academy,2
26,Jefferson City,0
26,John Burroughs,111
26,Kearney,33
26,Ladue Horton Watkins,48
26,Lebanon,27
26,Lincoln College Prep,1
26,Logan-Rogersville,0
26,Louisiana,86
26,Lutheran South,30
26,Lutheran St. Charles,0
26,Mehlville,32
26,Monett,23
26,Nerinx Hall,65
26,Nevada,15
26,New Covenant Academy,0
26,Notre Dame (Cape Girardeau),0
26,Notre Dame (St. Louis),0
26,Notre Dame de Sion,52
26,Parkway Central,233
26,Parkway North,1
26,Parkway West,89
26,Platte County,7
26,Poplar Bluff,7
26,Principia,4
26,Rockwood Summit,128
26,STEAM Academy,0
26,Savannah,12
26,Smithville,0
26,St. Charles West,0
26,St. Dominic,0
26,St. Michael the Archangel,40
26,St. Pius X (Kansas City),0
26,St. Teresa's Academy,140
26,Summit Christian Academy,0
26,Timberland,25
26,Ursuline Academy,50
26,Villa Duchesne,137
26,Visitation Academy,157
26,Warrensburg,0
26,Washington,0
26,Webb City,21
26,Webster Groves,153
26,West Plains,20
27,Battle,0
27,Belton,0
27,Bolivar,0
27,Camdenton,0
27,Capital City,12
27,Carl Junction,7
27,Central (Cape Girardeau),54
27,Central (Springfield),5
27,Clayton,61
27,Father Tolton,142
27,Ft. Zumwalt East,9
27,Ft. Zumwalt South,13
27,Glendale,22
27,Grain Valley,100
27,Grandview,0
27,Greenwood,11
27,Hannibal,0
27,Hillcrest,0
27,Holt,0
27,Incarnate Word Academy,1
27,Jefferson City,0
27,John Burroughs,75
27,Kearney,63
27,Ladue Horton Watkins,46
27,Lebanon,46
27,Lincoln College Prep,0
27,Logan-Rogersville,0
27,Louisiana,83
27,Lutheran South,35
27,Lutheran St. Charles,4
27,Mehlville,35
27,Monett,5
27,Nerinx Hall,71
27,Nevada,14
27,New Covenant Academy,0
27,Notre Dame (Cape Girardeau),0
27,Notre Dame (St. Louis),0
27,Notre Dame de Sion,65
27,Parkway Central,233
27,Parkway North,2
27,Parkway West,80
27,Platte County,6
27,Poplar Bluff,14
27,Principia,3
27,Rockwood Summit,102
27,STEAM Academy,0
27,Savannah,5
27,Smithville,0
27,St. Charles West,0
27,St. Dominic,0
27,St. Michael the Archangel,40
27,St. Pius X (Kansas City),0
27,St. Teresa's Academy,129
27,Summit Christian Academy,0
27,Timberland,24
27,Ursuline Academy,48
27,Villa Duchesne,170
27,Visitation Academy,156
27,Warrensburg,0
27,Washington,0
27,Webb City,10
27,Webster Groves,152
27,West Plains,17
28,Battle,0
28,Belton,0
28,Bolivar,0
28,Camdenton,0
28,Capital City,18
28,Carl Junction,11
28,Central (Cape Girardeau),60
28,Central (Springfield),3
28,Clayton,56
28,Father Tolton,146
28,Ft. Zumwalt East,10
28,Ft. Zumwalt South,30
28,Glendale,38
28,Grain Valley,59
28,Grandview,0
28,Greenwood,12
28,Hannibal,0
28,Hillcrest,0
28,Holt,0
28,Incarnate Word Academy,4
28,Jefferson City,0
28,John Burroughs,85
28,Kearney,51
28,Ladue Horton Watkins,45
28,Lebanon,19
28,Lincoln College Prep,0
28,Logan-Rogersville,0
28,Louisiana,69
28,Lutheran South,32
28,Lutheran St. Charles,0
28,Mehlville,35
28,Monett,10
28,Nerinx Hall,83
28,Nevada,15
28,New Covenant Academy,0
28,Notre Dame (Cape Girardeau),0
28,Notre Dame (St. Louis),0
28,Notre Dame de Sion,40
28,Parkway Central,224
28,Parkway North,4
28,Parkway West,84
28,Platte County,4
28,Poplar Bluff,3
28,Principia,6
28,Rockwood Summit,114
28,STEAM Academy,0
28,Savannah,1
28,Smithville,0
28,St. Charles West,0
28,St. Dominic,0
28,St. Michael the Archangel,37
28,St. Pius X (Kansas City),0
28,St. Teresa's Academy,161
28,Summit Christian Academy,0
28,Timberland,24
28,Ursuline Academy,53
28,Villa Duchesne,142
28,Visitation Academy,147
28,Warrensburg,0
28,Washington,0
28,Webb City,22
28,Webster Groves,165
28,West Plains,48
29,Battle,0
29,Belton,0
29,Bolivar,0
29,Camdenton,0
29,Capital City,19
29,Carl Junction,11
29,Central (Cape Girardeau),54
29,Central (Springfield),0
29,Clayton,68
29,Father Tolton,146
29,Ft. Zumwalt East,6
29,Ft. Zumwalt South,8
29,Glendale,27
29,Grain Valley,92
29,Grandview,1
29,Greenwood,9
29,Hannibal,0
29,Hillcrest,0
29,Holt,0
29,Incarnate Word Academy,6
29,Jefferson City,0
29,John Burroughs,103
29,Kearney,27
29,Ladue Horton Watkins,43
29,Lebanon,38
29,Lincoln College Prep,0
29,Logan-Rogersville,0
29,Louisiana,80
29,Lutheran South,31
29,Lutheran St. Charles,0
29,Mehlville,37
29,Monett,14
29,Nerinx Hall,57
29,Nevada,16
29,New Covenant Academy,0
29,Notre Dame (Cape Girardeau),0
29,Notre Dame (St. Louis),0
29,Notre Dame de Sion,74
29,Parkway Central,234
29,Parkway North,4
29,Parkway West,68
29,Platte County,5
29,Poplar Bluff,0
29,Principia,9
29,Rockwood Summit,107
29,STEAM Academy,0
29,Savannah,5
29,Smithville,0
29,St. Charles West,0
29,St. Dominic,0
29,St. Michael the Archangel,40
29,St. Pius X (Kansas City),0
29,St. Teresa's Academy,149
29,Summit Christian Academy,0
29,Timberland,23
29,Ursuline Academy,56
29,Villa Duchesne,166
29,Visitation Academy,162
29,Warrensburg,0
29,Washington,0
29,Webb City,6
29,Webster Groves,150
29,West Plains,19
30,Battle,0
30,Belton,0
30,Bolivar,1
30,Camdenton,0
30,Capital City,17
30,Carl Junction,9
30,Central (Cape Girardeau),65
30,Central (Springfield),3
30,Clayton,50
30,Father Tolton,142
30,Ft. Zumwalt East,14
30,Ft. Zumwalt South,15
30,Glendale,32
30,Grain Valley,87
30,Grandview,0
30,Greenwood,11
30,Hannibal,0
30,Hillcrest,0
30,Holt,0
30,Incarnate Word Academy,0
30,Jefferson City,0
30,John Burroughs,95
30,Kearney,35
30,Ladue Horton Watkins,34
30,Lebanon,26
30,Lincoln College Prep,0
30,Logan-Rogersville,0
30,Louisiana,82
30,Lutheran South,33
30,Lutheran St. Charles,10
30,Mehlville,35
30,Monett,38
30,Nerinx Hall,80
30,Nevada,13
30,New Covenant Academy,0
30,Notre Dame (Cape Girardeau),0
30,Notre Dame (St. Louis),0
30,Notre Dame de Sion,67
30,Parkway Central,245
30,Parkway North,6
30,Parkway West,74
30,Platte County,9
30,Poplar Bluff,4
30,Principia,3
30,Rockwood Summit,103
30,STEAM Academy,0
30,Savannah,7
30,Smithville,0
30,St. Charles West,0
30,St. Dominic,0
30,St. Michael the Archangel,34
30,St. Pius X (Kansas City),0
30,St. Teresa's Academy,133
30,Summit Christian Academy,0
30,Timberland,24
30,Ursuline Academy,48
30,Villa Duchesne,159
30,Visitation Academy,131
30,Warrensburg,0
30,Washington,0
30,Webb City,11
30,Webster Groves,155
30,West Plains,30
31,Battle,0
31,Belton,0
31,Bolivar,0
31,Camdenton,0
31,Capital City,18
31,Carl Junction,14
31,Central (Cape Girardeau),58
31,Central (Springfield),0
31,Clayton,82
31,Father Tolton,125
31,Ft. Zumwalt East,13
31,Ft. Zumwalt South,4
31,Glendale,29
31,Grain Valley,61
31,Grandview,0
31,Greenwood,9
31,Hannibal,2
31,Hillcrest,0
31,Holt,0
31,Incarnate Word Academy,1
31,Jefferson City,0
31,John Burroughs,87
31,Kearney,36
31,Ladue Horton Watkins,57
31,Lebanon,30
31,Lincoln College Prep,0
31,Logan-Rogersville,0
31,Louisiana,64
31,Lutheran South,33
31,Lutheran St. Charles,0
31,Mehlville,34
31,Monett,11
31,Nerinx Hall,65
31,Nevada,14
31,New Covenant Academy,0
31,Notre Dame (Cape Girardeau),5
31,Notre Dame (St. Louis),0
31,Notre Dame de Sion,65
31,Parkway Central,256
31,Parkway North,4
31,Parkway West,91
31,Platte County,4
31,Poplar Bluff,4
31,Principia,3
31,Rockwood Summit,120
31,STEAM Academy,0
31,Savannah,6
31,Smithville,1
31,St. Charles West,0
31,St. Dominic,1
31,St. Michael the Archangel,40
31,St. Pius X (Kansas City),0
31,St. Teresa's Academy,153
31,Summit Christian Academy,0
31,Timberland,25
31,Ursuline Academy,43
31,Villa Duchesne,144
31,Visitation Academy,166
31,Warrensburg,0
31,Washington,0
31,Webb City,6
31,Webster Groves,164
31,West Plains,22
32,Battle,0
32,Belton,0
32,Bolivar,0
32,Camdenton,0
32,Capital City,14
32,Carl Junction,4
32,Central (Cape Girardeau),56
32,Central (Springfield),3
32,Clayton,65
32,Father Tolton,150
32,Ft. Zumwalt East,11
32,Ft. Zumwalt South,9
32,Glendale,32
32,Grain Valley,98
32,Grandview,0
32,Greenwood,9
32,Hannibal,0
32,Hillcrest,0
32,Holt,0
32,Incarnate Word Academy,0
32,Jefferson City,0
32,John Burroughs,80
32,Kearney,19
32,Ladue Horton Watkins,56
32,Lebanon,48
32,Lincoln College Prep,0
32,Logan-Rogersville,0
32,Louisiana,72
32,Lutheran South,31
32,Lutheran St. Charles,0
32,Mehlville,28
32,Monett,8
32,Nerinx Hall,56
32,Nevada,14
32,New Covenant Academy,0
32,Notre Dame (Cape Girardeau),0
32,Notre Dame (St. Louis),0
32,Notre Dame de Sion,56
32,Parkway Central,231
32,Parkway North,5
32,Parkway West,92
32,Platte County,8
32,Poplar Bluff,14
32,Principia,12
32,Rockwood Summit,102
32,STEAM Academy,0
32,Savannah,4
32,Smithville,0
32,St. Charles West,0
32,St. Dominic,0
32,St. Michael the Archangel,40
32,St. Pius X (Kansas City),0
32,St. Teresa's Academy,165
32,Summit Christian Academy,0
32,Timberland,24
32,Ursuline Academy,45
32,Villa Duchesne,180
32,Visitation Academy,137
32,Warrensburg,0
32,Washington,0
32,Webb City,10
32,Webster Groves,156
32,West Plains,26
33,Battle,0
33,Belton,0
33,Bolivar,0
33,Camdenton,0
33,Capital City,18
33,Carl Junction,5
33,Central (Cape Girardeau),58
33,Central (Springfield),5
33,Clayton,53
33,Father Tolton,142
33,Ft. Zumwalt East,15
33,Ft. Zumwalt South,12
33,Glendale,46
33,Grain Valley,95
33,Grandview,0
33,Greenwood,11
33,Hannibal,0
33,Hillcrest,0
33,Holt,0
33,Incarnate Word Academy,2
33,Jefferson City,0
33,John Burroughs,118
33,Kearney,42
33,Ladue Horton Watkins,38
33,Lebanon,34
33,Lincoln College Prep,0
33,Logan-Rogersville,0
33,Louisiana,65
33,Lutheran South,36
33,Lutheran St. Charles,0
33,Mehlville,34
33,Monett,15
33,Nerinx Hall,55
33,Nevada,12
33,New Covenant Academy,0
33,Notre Dame (Cape Girardeau),0
33,Notre Dame (St. Louis),0
33,Notre Dame de Sion,37
33,Parkway Central,234
33,Parkway North,6
33,Parkway West,94
33,Platte County,9
33,Poplar Bluff,0
33,Principia,3
33,Rockwood Summit,97
33,STEAM Academy,0
33,Savannah,9
33,Smithville,0
33,St. Charles West,0
33,St. Dominic,0
33,St. Michael the Archangel,33
33,St. Pius X (Kansas City),0
33,St. Teresa's Academy,142
33,Summit Christian Academy,0
33,Timberland,24
33,Ursuline Academy,63
33,Villa Duchesne,157
33,Visitation Academy,161
33,Warrensburg,0
33,Washington,0
33,Webb City,18
33,Webster Groves,148
33,West Plains,24
34,Battle,0
34,Belton,0
34,Bolivar,0
34,Camdenton,0
34,Capital City,12
34,Carl Junction,7
34,Central (Cape Girardeau),58
34,Central (Springfield),0
34,Clayton,68
34,Father Tolton,144
34,Ft. Zumwalt East,13
34,Ft. Zumwalt South,9
34,Glendale,20
34,Grain Valley,83
34,Grandview,0
34,Greenwood,12
34,Hannibal,0
34,Hillcrest,0
34,Holt,0
34,Incarnate Word Academy,1
34,Jefferson City,0
34,John Burroughs,75
34,Kearney,39
34,Ladue Horton Watkins,43
34,Lebanon,32
34,Lincoln College Prep,0
34,Logan-Rogersville,0
34,Louisiana,104
34,Lutheran South,35
34,Lutheran St. Charles,0
34,Mehlville,32
34,Monett,19
34,Nerinx Hall,65
34,Nevada,9
34,New Covenant Academy,0
34,Notre Dame (Cape Girardeau),0
34,Notre Dame (St. Louis),0
34,Notre Dame de Sion,63
34,Parkway Central,242
34,Parkway North,3
34,Parkway West,80
34,Platte County,16
34,Poplar Bluff,4
34,Principia,13
34,Rockwood Summit,114
34,STEAM Academy,0
34,Savannah,4
34,Smithville,0
34,St. Charles West,0
34,St. Dominic,0
34,St. Michael the Archangel,40
34,St. Pius X (Kansas City),0
34,St. Teresa's Academy,151
34,Summit Christian Academy,0
34,Timberland,24
34,Ursuline Academy,64
34,Villa Duchesne,141
34,Visitation Academy,157
34,Warrensburg,0
34,Washington,0
34,Webb City,15
34,Webster Groves,147
34,West Plains,12
35,Battle,0
35,Belton,0
35,Bolivar,0
35,Camdenton,0
35,Capital City,19
35,Carl Junction,11
35,Central (Cape Girardeau),56
35,Central (Springfield),1
35,Clayton,73
35,Father Tolton,149
35,Ft. Zumwalt East,9
35,Ft. Zumwalt South,8
35,Glendale,25
35,Grain Valley,87
35,Grandview,0
35,Greenwood,9
35,Hannibal,2
35,Hillcrest,0
35,Holt,0
35,Incarnate Word Academy,3
35,Jefferson City,0
35,John Burroughs,93
35,Kearney,27
35,Ladue Horton Watkins,39
35,Lebanon,38
35,Lincoln College Prep,0
35,Logan-Rogersville,0
35,Louisiana,75
35,Lutheran South,30
35,Lutheran St. Charles,2
35,Mehlville,32
35,Monett,12
35,Nerinx Hall,75
35,Nevada,12
35,New Covenant Academy,0
35,Notre Dame (Cape Girardeau),0
35,Notre Dame (St. Louis),0
35,Notre Dame de Sion,74
35,Parkway Central,235
35,Parkway North,3
35,Parkway West,85
35,Platte County,6
35,Poplar Bluff,1
35,Principia,4
35,Rockwood Summit,108
35,STEAM Academy,0
35,Savannah,2
35,Smithville,0
35,St. Charles West,0
35,St. Dominic,0
35,St. Michael the Archangel,37
35,St. Pius X (Kansas City),0
35,St. Teresa's Academy,143
35,Summit Christian Academy,0
35,Timberland,20
35,Ursuline Academy,62
35,Villa Duchesne,157
35,Visitation Academy,158
35,Warrensburg,0
35,Washington,0
35,Webb City,11
35,Webster Groves,153
35,West Plains,24
36,Battle,0
36,Belton,0
36,Bolivar,0
36,Camdenton,0
36,Capital City,17
36,Carl Junction,6
36,Central (Cape Girardeau),52
36,Central (Springfield),0
36,Clayton,61
36,Father Tolton,156
36,Ft. Zumwalt East,5
36,Ft. Zumwalt South,11
36,Glendale,28
36,Grain Valley,106
36,Grandview,0
36,Greenwood,12
36,Hannibal,0
36,Hillcrest,0
36,Holt,0
36,Incarnate Word Academy,1
36,Jefferson City,0
36,John Burroughs,102
36,Kearney,42
36,Ladue Horton Watkins,39
36,Lebanon,50
36,Lincoln College Prep,0
36,Logan-Rogersville,0
36,Louisiana,83
36,Lutheran South,29
36,Lutheran St. Charles,0
36,Mehlville,33
36,Monett,11
36,Nerinx Hall,49
36,Nevada,14
36,New Covenant Academy,0
36,Notre Dame (Cape Girardeau),4
36,Notre Dame (St. Louis),0
36,Notre Dame de Sion,50
36,Parkway Central,227
36,Parkway North,5
36,Parkway West,86
36,Platte County,5
36,Poplar Bluff,10
36,Principia,4
36,Rockwood Summit,112
36,STEAM Academy,0
36,Savannah,5
36,Smithville,0
36,St. Charles West,0
36,St. Dominic,0
36,St. Michael the Archangel,36
36,St. Pius X (Kansas City),0
36,St. Teresa's Academy,161
36,Summit Christian Academy,0
36,Timberland,26
36,Ursuline Academy,32
36,Villa Duchesne,148
36,Visitation Academy,160
36,Warrensburg,0
36,Washington,0
36,Webb City,17
36,Webster Groves,160
36,West Plains,15
37,Battle,0
37,Belton,0
37,Bolivar,0
37,Camdenton,0
37,Capital City,10
37,Carl Junction,12
37,Central (Cape Girardeau),54
37,Central (Springfield),1
37,Clayton,63
37,Father Tolton,143
37,Ft. Zumwalt East,9
37,Ft. Zumwalt South,11
37,Glendale,18
37,Grain Valley,103
37,Grandview,0
37,Greenwood,14
37,Hannibal,0
37,Hillcrest,0
37,Holt,0
37,Incarnate Word Academy,1
37,Jefferson City,0
37,John Burroughs,95
37,Kearney,52
37,Ladue Horton Watkins,48
37,Lebanon,44
37,Lincoln College Prep,0
37,Logan-Rogersville,0
37,Louisiana,75
37,Lutheran South,37
37,Lutheran St. Charles,0
37,Mehlville,36
37,Monett,25
37,Nerinx Hall,74
37,Nevada,16
37,New Covenant Academy,0
37,Notre Dame (Cape Girardeau),0
37,Notre Dame (St. Louis),0
37,Notre Dame de Sion,59
37,Parkway Central,243
37,Parkway North,5
37,Parkway West,89
37,Platte County,6
37,Poplar Bluff,4
37,Principia,4
37,Rockwood Summit,83
37,STEAM Academy,0
37,Savannah,2
37,Smithville,2
37,St. Charles West,0
37,St. Dominic,0
37,St. Michael the Archangel,36
37,St. Pius X (Kansas City),1
37,St. Teresa's Academy,149
37,Summit Christian Academy,0
37,Timberland,22
37,Ursuline Academy,56
37,Villa Duchesne,144
37,Visitation Academy,161
37,Warrensburg,0
37,Washington,0
37,Webb City,8
37,Webster Groves,142
37,West Plains,13
38,Battle,0
38,Belton,0
38,Bolivar,0
38,Camdenton,0
38,Capital City,15
38,Carl Junction,11
38,Central (Cape Girardeau),52
38,Central (Springfield),0
38,Clayton,54
38,Father Tolton,147
38,Ft. Zumwalt East,10
38,Ft. Zumwalt South,13
38,Glendale,30
38,Grain Valley,84
38,Grandview,3
38,Greenwood,6
38,Hannibal,0
38,Hillcrest,0
38,Holt,0
38,Incarnate Word Academy,5
38,Jefferson City,0
38,John Burroughs,70
38,Kearney,54
38,Ladue Horton Watkins,43
38,Lebanon,33
38,Lincoln College Prep,0
38,Logan-Rogersville,0
